iShares Russell 2000 ETF,,,,,,,,,,,,,,
Fund Holdings as of,4-Nov-25,,,,,,,,,,,,,
Inception Date,22-May-00,,,,,,,,,,,,,
Shares Outstanding,"278,650,000.00",,,,,,,,,,,,,
Stock,-,,,,,,,,,,,,,
Bond,-,,,,,,,,,,,,,
Cash,-,,,,,,,,,,,,,
Other,-,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"46,953,743.76",0.07,"46,953,743.76","883,752.00",53.13,United States,NASDAQ,USD,1,USD,-
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,"46,922,661.10",0.07,"46,922,661.10","2,914,451.00",16.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
SDRL,SEADRILL LTD,Energy,Equity,"46,749,860.41",0.07,"46,749,860.41","1,512,451.00",30.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,"46,736,527.78",0.07,"46,736,527.78","6,290,246.00",7.43,United States,NASDAQ,USD,1,USD,-
SONO,SONOS INC,Consumer Discretionary,Equity,"46,608,453.27",0.07,"46,608,453.27","2,840,247.00",16.41,United States,NASDAQ,USD,1,USD,-
AI,C3 AI INC CLASS A,Information Technology,Equity,"46,605,756.60",0.07,"46,605,756.60","2,953,470.00",15.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Equity,"46,570,834.05",0.07,"46,570,834.05","2,370,017.00",19.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
YELP,YELP INC,Communication,Equity,"46,564,248.54",0.07,"46,564,248.54","1,483,883.00",31.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Equity,"46,544,243.02",0.07,"46,544,243.02","670,087.00",69.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
KN,KNOWLES CORP,Information Technology,Equity,"46,480,346.64",0.07,"46,480,346.64","2,049,398.00",22.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASGN,ASGN INC,Information Technology,Equity,"46,353,710.13",0.07,"46,353,710.13","1,046,123.00",44.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,Equity,"46,224,211.22",0.07,"46,224,211.22","2,166,083.00",21.34,Singapore,NASDAQ,USD,1,USD,-
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,"46,218,606.42",0.07,"46,218,606.42","1,490,442.00",31.01,United States,NASDAQ,USD,1,USD,-
BUSE,FIRST BUSEY CORP,Financials,Equity,"46,209,518.30",0.07,"46,209,518.30","2,039,255.00",22.66,United States,NASDAQ,USD,1,USD,-
STC,STEWART INFO SERVICES CORP,Financials,Equity,"46,183,550.91",0.07,"46,183,550.91","670,201.00",68.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
NGVT,INGEVITY CORP,Materials,Equity,"46,114,605.46",0.07,"46,114,605.46","877,037.00",52.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
BUR,BURFORD CAPITAL LTD,Financials,Equity,"46,116,882.89",0.07,"46,116,882.89","4,869,787.00",9.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,"46,040,279.96",0.07,"46,040,279.96","1,710,263.00",26.92,United States,NASDAQ,USD,1,USD,-
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,"45,908,783.50",0.07,"45,908,783.50","4,211,815.00",10.9,United States,NASDAQ,USD,1,USD,-
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"45,586,493.16",0.07,"45,586,493.16","1,007,659.00",45.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"45,373,401.60",0.07,"45,373,401.60","2,246,208.00",20.2,United States,NASDAQ,USD,1,USD,-
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"45,230,621.22",0.07,"45,230,621.22","967,914.00",46.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNS,COHEN & STEERS INC,Financials,Equity,"45,094,112.45",0.07,"45,094,112.45","671,543.00",67.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Equity,"44,971,857.28",0.07,"44,971,857.28","678,104.00",66.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,Equity,"44,829,973.27",0.07,"44,829,973.27","2,695,729.00",16.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"44,300,006.10",0.07,"44,300,006.10","798,630.00",55.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
CC,CHEMOURS,Materials,Equity,"44,280,285.39",0.07,"44,280,285.39","3,626,559.00",12.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
QDEL,QUIDELORTHO CORP,Health Care,Equity,"44,268,427.95",0.07,"44,268,427.95","1,631,715.00",27.13,United States,NASDAQ,USD,1,USD,-
AVPT,AVEPOINT INC CLASS A,Information Technology,Equity,"44,273,254.48",0.07,"44,273,254.48","3,203,564.00",13.82,United States,NASDAQ,USD,1,USD,-
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"44,247,572.19",0.07,"44,247,572.19","3,131,463.00",14.13,United States,NASDAQ,USD,1,USD,-
QUBT,QUANTUM COMPUTING INC,Information Technology,Equity,"44,248,558.86",0.07,"44,248,558.86","3,227,466.00",13.71,United States,NASDAQ,USD,1,USD,-
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,"44,182,983.00",0.07,"44,182,983.00","1,261,650.00",35.02,United States,NASDAQ,USD,1,USD,-
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"44,165,006.40",0.07,"44,165,006.40","2,059,935.00",21.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"44,141,255.00",0.07,"44,141,255.00","8,828,251.00",5,United States,NASDAQ,USD,1,USD,-
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,"44,013,546.20",0.06,"44,013,546.20","2,673,970.00",16.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENVX,ENOVIX CORP,Industrials,Equity,"43,966,236.27",0.06,"43,966,236.27","3,957,357.00",11.11,United States,NASDAQ,USD,1,USD,-
HNI,HNI CORP,Industrials,Equity,"43,867,994.22",0.06,"43,867,994.22","1,090,701.00",40.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
VCEL,VERICEL CORP,Health Care,Equity,"43,844,266.25",0.06,"43,844,266.25","1,209,497.00",36.25,United States,NASDAQ,USD,1,USD,-
OI,O I GLASS INC,Materials,Equity,"43,799,051.20",0.06,"43,799,051.20","3,711,784.00",11.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVTC,EVERTEC INC,Financials,Equity,"43,785,652.67",0.06,"43,785,652.67","1,558,763.00",28.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
OFG,OFG BANCORP,Financials,Equity,"43,635,375.68",0.06,"43,635,375.68","1,104,134.00",39.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"43,625,375.22",0.06,"43,625,375.22","499,947.00",87.26,United States,NASDAQ,USD,1,USD,-
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"43,605,901.05",0.06,"43,605,901.05","716,613.00",60.85,United States,NASDAQ,USD,1,USD,-
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"43,523,737.80",0.06,"43,523,737.80","334,695.00",130.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALG,ALAMO GROUP INC,Industrials,Equity,"43,296,881.32",0.06,"43,296,881.32","247,708.00",174.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENOV,ENOVIS CORP,Health Care,Equity,"43,243,016.16",0.06,"43,243,016.16","1,375,414.00",31.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRGS,PROGRESS SOFTWARE CORP,Information Technology,Equity,"43,201,070.99",0.06,"43,201,070.99","1,025,423.00",42.13,United States,NASDAQ,USD,1,USD,-
LQDA,LIQUIDIA CORP,Health Care,Equity,"43,179,281.90",0.06,"43,179,281.90","1,547,090.00",27.91,United States,NASDAQ,USD,1,USD,-
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"43,045,875.40",0.06,"43,045,875.40","4,772,270.00",9.02,United States,NASDAQ,USD,1,USD,-
IOSP,INNOSPEC INC,Materials,Equity,"42,988,630.16",0.06,"42,988,630.16","594,916.00",72.26,United States,NASDAQ,USD,1,USD,-
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"42,952,820.40",0.06,"42,952,820.40","1,050,705.00",40.88,United States,NASDAQ,USD,1,USD,-
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Equity,"42,943,493.52",0.06,"42,943,493.52","1,074,662.00",39.96,United States,NASDAQ,USD,1,USD,-
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,"42,877,748.16",0.06,"42,877,748.16","1,941,927.00",22.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
TWST,TWIST BIOSCIENCE CORP,Health Care,Equity,"42,707,534.58",0.06,"42,707,534.58","1,420,743.00",30.06,United States,NASDAQ,USD,1,USD,-
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"42,498,718.50",0.06,"42,498,718.50","2,394,294.00",17.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
FIVN,FIVE9 INC,Information Technology,Equity,"42,492,659.04",0.06,"42,492,659.04","1,846,704.00",23.01,United States,NASDAQ,USD,1,USD,-
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"42,340,983.30",0.06,"42,340,983.30","785,547.00",53.9,United States,NASDAQ,USD,1,USD,-
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"42,304,783.76",0.06,"42,304,783.76","1,060,802.00",39.88,United States,NASDAQ,USD,1,USD,-
KSS,KOHLS CORP,Consumer Discretionary,Equity,"42,127,343.91",0.06,"42,127,343.91","2,614,981.00",16.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"42,084,869.46",0.06,"42,084,869.46","756,786.00",55.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
AORT,ARTIVION INC,Health Care,Equity,"42,070,233.92",0.06,"42,070,233.92","919,367.00",45.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"42,051,517.05",0.06,"42,051,517.05","1,555,735.00",27.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"41,952,199.17",0.06,"41,952,199.17","559,139.00",75.03,United States,NASDAQ,USD,1,USD,-
NNI,NELNET INC CLASS A,Financials,Equity,"41,948,798.08",0.06,"41,948,798.08","321,496.00",130.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTST,NETSTREIT CORP,Real Estate,Equity,"41,897,418.06",0.06,"41,897,418.06","2,288,226.00",18.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
BKE,BUCKLE INC,Consumer Discretionary,Equity,"41,814,087.12",0.06,"41,814,087.12","758,601.00",55.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
TNET,TRINET GROUP INCINARY,Industrials,Equity,"41,790,404.00",0.06,"41,790,404.00","720,400.00",58.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"41,722,966.40",0.06,"41,722,966.40","951,710.00",43.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"41,658,927.60",0.06,"41,658,927.60","5,194,380.00",8.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
WOR,WORTHINGTON ENTERPRISES INC,Industrials,Equity,"41,616,398.82",0.06,"41,616,398.82","757,902.00",54.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,"41,571,402.30",0.06,"41,571,402.30","4,650,045.00",8.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"41,566,968.00",0.06,"41,566,968.00","3,111,300.00",13.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
MQ,MARQETA INC CLASS A,Financials,Equity,"41,546,371.80",0.06,"41,546,371.80","9,315,330.00",4.46,United States,NASDAQ,USD,1,USD,-
TRIP,TRIPADVISOR INC,Consumer Discretionary,Equity,"41,434,988.51",0.06,"41,434,988.51","2,797,771.00",14.81,United States,NASDAQ,USD,1,USD,-
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"41,433,299.85",0.06,"41,433,299.85","3,650,511.00",11.35,United States,NASDAQ,USD,1,USD,-
DEI,DOUGLAS EMMETT REIT INC,Real Estate,Equity,"41,297,869.80",0.06,"41,297,869.80","3,216,345.00",12.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,"41,275,232.16",0.06,"41,275,232.16","631,506.00",65.36,United States,NASDAQ,USD,1,USD,-
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"41,255,353.36",0.06,"41,255,353.36","436,657.00",94.48,United States,NASDAQ,USD,1,USD,-
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"40,882,116.00",0.06,"40,882,116.00","1,858,278.00",22,United States,NASDAQ,USD,1,USD,-
AVDL,AVADEL PHARMACEUTICALS ORD,Health Care,Equity,"40,664,313.90",0.06,"40,664,313.90","2,151,551.00",18.9,United States,NASDAQ,USD,1,USD,-
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,Equity,"40,631,586.45",0.06,"40,631,586.45","4,364,295.00",9.31,Brazil,New York Stock Exchange Inc.,USD,1,USD,-
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"40,562,916.72",0.06,"40,562,916.72","605,236.00",67.02,United States,NASDAQ,USD,1,USD,-
KMT,KENNAMETAL INC,Industrials,Equity,"40,537,645.83",0.06,"40,537,645.83","1,833,453.00",22.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"40,517,259.86",0.06,"40,517,259.86","3,442,418.00",11.77,United States,NASDAQ,USD,1,USD,-
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"40,140,508.80",0.06,"40,140,508.80","179,970.00",223.04,United States,NASDAQ,USD,1,USD,-
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,Equity,"40,003,737.15",0.06,"40,003,737.15","6,981,455.00",5.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"39,973,153.44",0.06,"39,973,153.44","1,376,486.00",29.04,United States,NASDAQ,USD,1,USD,-
MNKD,MANNKIND CORP,Health Care,Equity,"39,908,127.40",0.06,"39,908,127.40","7,282,505.00",5.48,United States,NASDAQ,USD,1,USD,-
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"39,851,743.38",0.06,"39,851,743.38","2,792,694.00",14.27,United States,NASDAQ,USD,1,USD,-
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"39,843,610.56",0.06,"39,843,610.56","1,064,199.00",37.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRX,MAREX GROUP PLC,Financials,Equity,"39,801,695.50",0.06,"39,801,695.50","1,296,050.00",30.71,United Kingdom,NASDAQ,USD,1,USD,-
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"39,774,958.58",0.06,"39,774,958.58","722,393.00",55.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHCO,CITY HOLDING,Financials,Equity,"39,682,652.64",0.06,"39,682,652.64","333,692.00",118.92,United States,NASDAQ,USD,1,USD,-
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"39,584,663.25",0.06,"39,584,663.25","862,975.00",45.87,United States,NASDAQ,USD,1,USD,-
BELFB,BEL FUSE INC CLASS B,Information Technology,Equity,"39,452,522.50",0.06,"39,452,522.50","255,770.00",154.25,United States,NASDAQ,USD,1,USD,-
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"39,433,812.12",0.06,"39,433,812.12","1,108,314.00",35.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARCB,ARCBEST CORP,Industrials,Equity,"39,406,566.10",0.06,"39,406,566.10","551,990.00",71.39,United States,NASDAQ,USD,1,USD,-
IMVT,IMMUNOVANT INC,Health Care,Equity,"39,391,407.23",0.06,"39,391,407.23","1,628,417.00",24.19,United States,NASDAQ,USD,1,USD,-
IPAR,INTERPARFUMS INC,Consumer Staples,Equity,"39,392,536.26",0.06,"39,392,536.26","439,747.00",89.58,United States,NASDAQ,USD,1,USD,-
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,"39,383,675.58",0.06,"39,383,675.58","413,781.00",95.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
DHT,DHT HOLDINGS INC,Energy,Equity,"39,233,918.14",0.06,"39,233,918.14","3,050,849.00",12.86,Bermuda,New York Stock Exchange Inc.,USD,1,USD,-
FLYW,FLYWIRE CORP,Financials,Equity,"39,183,195.86",0.06,"39,183,195.86","2,837,306.00",13.81,United States,NASDAQ,USD,1,USD,-
NIC,NICOLET BANKSHARES INC,Financials,Equity,"39,173,512.08",0.06,"39,173,512.08","325,686.00",120.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
PAYO,PAYONEER GLOBAL INC,Financials,Equity,"38,954,210.97",0.06,"38,954,210.97","6,727,843.00",5.79,United States,NASDAQ,USD,1,USD,-
MBC,MASTERBRAND INC,Industrials,Equity,"38,783,875.62",0.06,"38,783,875.62","3,070,774.00",12.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMCL,OMNICELL INC,Health Care,Equity,"38,775,619.50",0.06,"38,775,619.50","1,123,931.00",34.5,United States,NASDAQ,USD,1,USD,-
BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,Equity,"38,765,545.26",0.06,"38,765,545.26","1,684,726.00",23.01,United States,NASDAQ,USD,1,USD,-
BLBD,BLUE BIRD CORP,Industrials,Equity,"38,720,997.00",0.06,"38,720,997.00","762,825.00",50.76,United States,NASDAQ,USD,1,USD,-
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"38,625,334.80",0.06,"38,625,334.80","2,475,983.00",15.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,Equity,"38,556,529.50",0.06,"38,556,529.50","1,307,001.00",29.5,United States,NASDAQ,USD,1,USD,-
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,"38,494,262.80",0.06,"38,494,262.80","577,645.00",66.64,United States,NASDAQ,USD,1,USD,-
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"38,450,105.46",0.06,"38,450,105.46","314,366.00",122.31,United States,NASDAQ,USD,1,USD,-
PPTA,PERPETUA RESOURCES CORP,Materials,Equity,"38,413,938.75",0.06,"38,413,938.75","1,802,625.00",21.31,United States,NASDAQ,USD,1,USD,-
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,"38,226,429.78",0.06,"38,226,429.78","610,841.00",62.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATRC,ATRICURE INC,Health Care,Equity,"38,148,051.50",0.06,"38,148,051.50","1,164,826.00",32.75,United States,NASDAQ,USD,1,USD,-
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Equity,"37,860,006.80",0.06,"37,860,006.80","1,678,936.00",22.55,United States,NASDAQ,USD,1,USD,-
VYX,NCR VOYIX CORP,Information Technology,Equity,"37,641,663.84",0.06,"37,641,663.84","3,409,571.00",11.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
CECO,CECO ENVIRONMENTAL CORP,Industrials,Equity,"37,605,195.11",0.06,"37,605,195.11","701,197.00",53.63,United States,NASDAQ,USD,1,USD,-
LIF,LIFE360 INC,Information Technology,Equity,"37,559,329.52",0.06,"37,559,329.52","389,458.00",96.44,United States,NASDAQ,USD,1,USD,-
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"37,532,900.60",0.06,"37,532,900.60","990,314.00",37.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"37,501,957.92",0.06,"37,501,957.92","1,594,471.00",23.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"37,492,159.32",0.06,"37,492,159.32","4,057,593.00",9.24,United States,NASDAQ,USD,1,USD,-
MLYS,MINERALYS THERAPEUTICS INC,Health Care,Equity,"37,455,158.88",0.06,"37,455,158.88","940,848.00",39.81,United States,NASDAQ,USD,1,USD,-
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"37,321,697.28",0.06,"37,321,697.28","225,536.00",165.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDTX,CIDARA THERAPEUTICS INC,Health Care,Equity,"37,292,676.42",0.06,"37,292,676.42","371,478.00",100.39,United States,NASDAQ,USD,1,USD,-
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"37,255,584.15",0.05,"37,255,584.15","1,562,079.00",23.85,United States,NASDAQ,USD,1,USD,-
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"37,214,720.82",0.05,"37,214,720.82","304,714.00",122.13,United States,Nyse Mkt Llc,USD,1,USD,-
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"37,194,570.00",0.05,"37,194,570.00","864,990.00",43,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"37,107,331.59",0.05,"37,107,331.59","622,293.00",59.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
SPNT,SIRIUSPOINT LTD,Financials,Equity,"37,074,630.88",0.05,"37,074,630.88","1,947,197.00",19.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
ANDE,ANDERSONS INC,Consumer Staples,Equity,"36,826,845.51",0.05,"36,826,845.51","793,511.00",46.41,United States,NASDAQ,USD,1,USD,-
ROG,ROGERS CORP,Information Technology,Equity,"36,759,419.76",0.05,"36,759,419.76","446,543.00",82.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
DNOW,DNOW INC,Industrials,Equity,"36,699,655.00",0.05,"36,699,655.00","2,513,675.00",14.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,Equity,"36,631,306.80",0.05,"36,631,306.80","3,700,132.00",9.9,United States,NASDAQ,USD,1,USD,-
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"36,530,144.00",0.05,"36,530,144.00","3,837,200.00",9.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"36,492,034.10",0.05,"36,492,034.10","4,833,382.00",7.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"36,485,419.74",0.05,"36,485,419.74","1,387,806.00",26.29,United States,NASDAQ,USD,1,USD,-
CENX,CENTURY ALUMINUM,Materials,Equity,"36,333,196.50",0.05,"36,333,196.50","1,274,849.00",28.5,United States,NASDAQ,USD,1,USD,-
TILE,INTERFACE INC,Industrials,Equity,"36,253,920.36",0.05,"36,253,920.36","1,400,847.00",25.88,United States,NASDAQ,USD,1,USD,-
HTO,H2O AMERICA,Utilities,Equity,"36,132,068.35",0.05,"36,132,068.35","760,195.00",47.53,United States,NASDAQ,USD,1,USD,-
ACVA,ACV AUCTIONS INC CLASS A,Industrials,Equity,"36,056,784.45",0.05,"36,056,784.45","4,028,691.00",8.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"36,056,122.41",0.05,"36,056,122.41","2,696,793.00",13.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"35,924,848.15",0.05,"35,924,848.15","1,791,763.00",20.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"35,885,338.84",0.05,"35,885,338.84","2,138,578.00",16.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"35,758,433.18",0.05,"35,758,433.18","443,323.00",80.66,United States,NASDAQ,USD,1,USD,-
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"35,676,755.40",0.05,"35,676,755.40","1,094,379.00",32.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
LASR,NLIGHT INC,Information Technology,Equity,"35,405,960.01",0.05,"35,405,960.01","1,158,193.00",30.57,United States,NASDAQ,USD,1,USD,-
KALU,KAISER ALUMINIUM CORP,Materials,Equity,"35,296,503.75",0.05,"35,296,503.75","386,811.00",91.25,United States,NASDAQ,USD,1,USD,-
TRUP,TRUPANION INC,Financials,Equity,"35,151,163.32",0.05,"35,151,163.32","892,388.00",39.39,United States,NASDAQ,USD,1,USD,-
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"35,152,868.24",0.05,"35,152,868.24","625,051.00",56.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELME,ELME,Real Estate,Equity,"35,154,317.94",0.05,"35,154,317.94","2,126,698.00",16.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATRO,ASTRONICS CORP,Industrials,Equity,"35,054,967.36",0.05,"35,054,967.36","730,464.00",47.99,United States,NASDAQ,USD,1,USD,-
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"35,018,920.72",0.05,"35,018,920.72","1,825,804.00",19.18,United States,NASDAQ,USD,1,USD,-
GEF,GREIF INC CLASS A,Materials,Equity,"34,797,455.80",0.05,"34,797,455.80","613,820.00",56.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,"34,763,807.69",0.05,"34,763,807.69","968,621.00",35.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"34,671,306.35",0.05,"34,671,306.35","2,450,269.00",14.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXG,10X GENOMICS INC CLASS A,Health Care,Equity,"34,525,099.04",0.05,"34,525,099.04","2,584,214.00",13.36,United States,NASDAQ,USD,1,USD,-
CRGY,CRESCENT ENERGY CLASS A,Energy,Equity,"34,473,408.55",0.05,"34,473,408.55","4,282,411.00",8.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
